date,state,township,admin3_pcode,reporting_organization,implementing_partner,activity,beneficiaries,new_beneficiaries
2022-03-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,food distribution,2569,0
2022-03-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,food distribution,266,0
2022-03-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,food distribution,1486,0
2022-03-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,food distribution,82,0
2022-03-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,food distribution,702,702
2022-03-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,food distribution,49,0
2022-03-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,food distribution,303,0
2022-03-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,food distribution,10,0
2022-03-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,food distribution,377,377
2022-03-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,food distribution,35,0
2022-02-01,Rakhine,Maungdaw,MMR012009,org_2254,org_2254,"crop, vegetable and seed kits",258,0
2022-02-01,Rakhine,Maungdaw,MMR012009,org_2254,org_2254,"crop, vegetable and seed kits",16,0
2022-03-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,food distribution,1447,0
2022-03-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,food distribution,91,0
2022-03-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,food distribution,484,484
2022-03-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,food distribution,16,0
2022-02-01,Rakhine,Maungdaw,MMR012009,org_2254,org_2254,"crop, vegetable and seed kits",367,367
2022-02-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,"crop, vegetable and seed kits",111,111
2022-02-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,"crop, vegetable and seed kits",397,0
2022-02-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,"crop, vegetable and seed kits",33,0
2022-03-01,Rakhine,Buthidaung,MMR012010,org_2254,org_2254,food_cash for work_assets,42,0
2022-06-01,Shan (North),Namtu,MMR015015,org_9632,org_9632,multi-purpose cash transfer,26,26
2022-06-01,Shan (North),Muse,MMR015009,org_9632,org_9632,multi-purpose cash transfer,101,0
2022-06-01,Shan (North),Namtu,MMR015015,org_9632,org_9632,multi-purpose cash transfer,1,1
2022-06-01,Shan (North),Namtu,MMR015015,org_9632,org_9632,multi-purpose cash transfer,29,0
2022-06-01,Shan (North),Namtu,MMR015015,org_9632,org_9632,multi-purpose cash transfer,13,0
2022-06-01,Shan (North),Namtu,MMR015015,org_9632,org_9632,multi-purpose cash transfer,3,3
2022-04-01,Shan (North),Kutkai,MMR015011,org_9632,org_9632,multi-purpose cash transfer,5,0
2022-05-01,Shan (North),Kutkai,MMR015011,org_9632,org_9632,multi-purpose cash transfer,7,7
2022-06-01,Shan (North),Kutkai,MMR015011,org_9632,org_9632,multi-purpose cash transfer,7,0
2022-06-01,Shan (North),Muse,MMR015009,org_9632,org_9632,multi-purpose cash transfer,10,10
2022-06-01,Shan (North),Muse,MMR015009,org_9632,org_9632,multi-purpose cash transfer,1,0
2022-06-01,Shan (North),Namtu,MMR015015,org_9632,org_9632,multi-purpose cash transfer,21,21
2022-06-01,Shan (North),Namtu,MMR015015,org_9632,org_9632,multi-purpose cash transfer,1,1
2022-06-01,Shan (North),Muse,MMR015009,org_9632,org_9632,multi-purpose cash transfer,7,0
2022-06-01,Shan (North),Namtu,MMR015015,org_9632,org_9632,multi-purpose cash transfer,15,15
2022-06-01,Shan (North),Namtu,MMR015015,org_9632,org_9632,multi-purpose cash transfer,1,1
2022-06-01,Shan (North),Namtu,MMR015015,org_9632,org_9632,multi-purpose cash transfer,1,1
2022-06-01,Shan (North),Namtu,MMR015015,org_9632,org_9632,multi-purpose cash transfer,1,1
2022-04-01,Rakhine,Sittwe,MMR012001,org_9632,org_9632,vocational training,60,60
2022-04-01,Rakhine,Sittwe,MMR012001,org_9632,org_9632,vocational training,10,10
2022-04-01,Rakhine,Sittwe,MMR012001,org_9632,org_9632,vocational training,5,0
2022-04-01,Rakhine,Sittwe,MMR012001,org_9632,org_9632,vocational training,10,10
2022-04-01,Rakhine,Sittwe,MMR012001,org_9632,org_9632,vocational training,60,0
2022-04-01,Rakhine,Sittwe,MMR012001,org_9632,org_9632,vocational training,10,10
2022-04-01,Rakhine,Sittwe,MMR012001,org_9632,org_9632,vocational training,25,25
2022-04-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,IGA and small grants,43,0
2022-04-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,IGA and small grants,14,0
2022-04-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,IGA and small grants,36,36
2022-04-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,IGA and small grants,38,0
2022-04-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,IGA and small grants,5,0
2022-04-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,IGA and small grants,18,0
2022-04-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,IGA and small grants,25,0
2022-04-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,IGA and small grants,30,0
2022-04-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,IGA and small grants,6,0
2022-04-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,IGA and small grants,6,0
2022-05-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,multi-purpose cash transfer,32,0
2022-05-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,multi-purpose cash transfer,6,0
2022-05-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,multi-purpose cash transfer,12,0
2022-05-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,multi-purpose cash transfer,16,16
2022-05-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,multi-purpose cash transfer,2,0
2022-05-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,multi-purpose cash transfer,5,0
2022-06-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,community infrastructure and equipment,19,0
2022-06-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,community infrastructure and equipment,9,0
2022-06-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,community infrastructure and equipment,14,0
2022-06-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,community infrastructure and equipment,3,3
2022-06-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,community infrastructure and equipment,1,1
2022-06-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,community infrastructure and equipment,12,12
2022-06-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,community infrastructure and equipment,6,0
2022-06-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,community infrastructure and equipment,2,2
2022-06-01,Rakhine,Maungdaw,MMR012009,org_9632,org_9632,community infrastructure and equipment,9,0
2022-04-01,Kachin,Waingmaw,MMR001002,org_5911,org_5911,food distribution,4879,0
2022-04-01,Kachin,Momauk,MMR001012,org_5911,org_5911,food distribution,3024,0
2022-04-01,Rakhine,Mrauk-U,MMR012003,org_3536,org_5604,multi-purpose cash transfer,3355,0
2022-04-01,Rakhine,Mrauk-U,MMR012003,org_3536,org_5604,multi-purpose cash transfer,544,544
2022-04-01,Rakhine,Minbya,MMR012005,org_3536,org_5604,multi-purpose cash transfer,194,194
2022-04-01,Rakhine,Minbya,MMR012005,org_3536,org_5604,multi-purpose cash transfer,157,0
2022-04-01,Rakhine,Myebon,MMR012006,org_3536,org_4155,multi-purpose cash transfer,12,12
2022-04-01,Rakhine,Myebon,MMR012006,org_3536,org_4155,multi-purpose cash transfer,160,160
2022-04-01,Rakhine,Myebon,MMR012006,org_3536,org_4155,multi-purpose cash transfer,47,47
2022-04-01,Rakhine,Myebon,MMR012006,org_3536,org_4155,multi-purpose cash transfer,192,0
2022-04-01,Rakhine,Myebon,MMR012006,org_3536,org_4155,multi-purpose cash transfer,143,143
2022-04-01,Rakhine,Myebon,MMR012006,org_3536,org_4155,multi-purpose cash transfer,51,0
2022-04-01,Rakhine,Myebon,MMR012006,org_3536,org_4155,multi-purpose cash transfer,95,0
2022-04-01,Rakhine,Maungdaw,MMR012009,org_3536,org_3486,multi-purpose cash transfer,1523,1523
2022-04-01,Rakhine,Maungdaw,MMR012009,org_3536,org_3486,multi-purpose cash transfer,154,0
2022-04-01,Rakhine,Maungdaw,MMR012009,org_3536,org_3486,multi-purpose cash transfer,153,0
2022-05-01,Rakhine,Rathedaung,MMR012008,org_3536,org_3486,multi-purpose cash transfer,1065,1065
2022-04-01,Yangon,Hlaingtharya (East),MMR013046,org_3877,org_8556,HEB and fortfied rice,140,0
2022-04-01,Yangon,Hlaingtharya (East),MMR013046,org_3877,org_8556,HEB and fortfied rice,120,0
2022-04-01,Yangon,Hlaingtharya (East),MMR013046,org_3877,org_8556,HEB and fortfied rice,30,0
2022-04-01,Yangon,Hlaingtharya (East),MMR013046,org_3877,org_8556,HEB and fortfied rice,170,170
2022-04-01,Yangon,Hlaingtharya (West),MMR013047,org_3877,org_8556,HEB and fortfied rice,160,0
2022-04-01,Yangon,Hlaingtharya (West),MMR013047,org_3877,org_8556,HEB and fortfied rice,160,0
2022-04-01,Yangon,Hlaingtharya (West),MMR013047,org_3877,org_8556,HEB and fortfied rice,140,0
2022-04-01,Yangon,Hlaingtharya (West),MMR013047,org_3877,org_8556,HEB and fortfied rice,130,0
2022-05-01,Yangon,Hlaingtharya (East),MMR013046,org_3877,org_8556,HEB and fortfied rice,140,0
2022-05-01,Yangon,Hlaingtharya (East),MMR013046,org_3877,org_8556,HEB and fortfied rice,120,0
2022-05-01,Yangon,Hlaingtharya (East),MMR013046,org_3877,org_8556,HEB and fortfied rice,30,0
2022-05-01,Yangon,Hlaingtharya (East),MMR013046,org_3877,org_8556,HEB and fortfied rice,170,0
2022-05-01,Yangon,Hlaingtharya (West),MMR013047,org_3877,org_8556,HEB and fortfied rice,160,0
2022-05-01,Yangon,Hlaingtharya (West),MMR013047,org_3877,org_8556,HEB and fortfied rice,160,0
2022-05-01,Yangon,Hlaingtharya (West),MMR013047,org_3877,org_8556,HEB and fortfied rice,140,0
2022-05-01,Yangon,Hlaingtharya (West),MMR013047,org_3877,org_8556,HEB and fortfied rice,130,0
2022-06-01,Yangon,Hlaingtharya (East),MMR013046,org_3877,org_8556,HEB and fortfied rice,140,0
2022-06-01,Yangon,Hlaingtharya (East),MMR013046,org_3877,org_8556,HEB and fortfied rice,120,0
2022-06-01,Yangon,Hlaingtharya (East),MMR013046,org_3877,org_8556,HEB and fortfied rice,30,0
2022-06-01,Yangon,Hlaingtharya (East),MMR013046,org_3877,org_8556,HEB and fortfied rice,170,0
2022-06-01,Yangon,Hlaingtharya (West),MMR013047,org_3877,org_8556,HEB and fortfied rice,160,0
2022-06-01,Yangon,Hlaingtharya (West),MMR013047,org_3877,org_8556,HEB and fortfied rice,160,0
2022-06-01,Yangon,Hlaingtharya (West),MMR013047,org_3877,org_8556,HEB and fortfied rice,140,0
2022-06-01,Yangon,Hlaingtharya (West),MMR013047,org_3877,org_8556,HEB and fortfied rice,130,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7226,multi-purpose cash transfer,75,0
2022-03-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7226,multi-purpose cash transfer,75,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7226,food distribution,125,0
2022-02-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7226,food distribution,125,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,23,23
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,11,11
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,4,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,55,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,25,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,16,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,8,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,4,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,2,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,39,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,29,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,4,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,2,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,8,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,10,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,4,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,1,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,5,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,5,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,33,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,10,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,8,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,10,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,1,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,11,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,2,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,5,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,2,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,6,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,4,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,3,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,3,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,1,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,1,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,1,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,3,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,1,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,4,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,1,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,4,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,2,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,2,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,6,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,3,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,4,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,20,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,10,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,3,0
2022-01-01,Yangon,Shwepyithar,MMR013007,org_3422,org_7002,multi-purpose cash transfer,8,0
2022-03-01,Yangon,Shwepyithar,MMR013007,org_3422,org_1015,multi-purpose cash transfer,23,0
2022-03-01,Yangon,Shwepyithar,MMR013007,org_3422,org_1015,multi-purpose cash transfer,29,0
2022-03-01,Yangon,Shwepyithar,MMR013007,org_3422,org_1015,multi-purpose cash transfer,12,0
2022-03-01,Yangon,Shwepyithar,MMR013007,org_3422,org_1015,multi-purpose cash transfer,32,0
2022-05-01,Yangon,Shwepyithar,MMR013007,org_3422,org_1015,multi-purpose cash transfer,21,0
2022-05-01,Yangon,Shwepyithar,MMR013007,org_3422,org_1015,multi-purpose cash transfer,21,0
2022-05-01,Yangon,Shwepyithar,MMR013007,org_3422,org_1015,multi-purpose cash transfer,18,0
2022-05-01,Yangon,Shwepyithar,MMR013007,org_3422,org_1015,multi-purpose cash transfer,40,0
2022-06-01,Yangon,Shwepyithar,MMR013007,org_3422,org_1015,multi-purpose cash transfer,43,0
2022-06-01,Yangon,Shwepyithar,MMR013007,org_3422,org_1015,multi-purpose cash transfer,27,0
2022-06-01,Yangon,Shwepyithar,MMR013007,org_3422,org_1015,multi-purpose cash transfer,20,0
2022-06-01,Yangon,Shwepyithar,MMR013007,org_3422,org_1015,multi-purpose cash transfer,12,0
2022-04-01,Kayin,Kawkareik,MMR003006,org_7733,org_7733,food_cash for work_assets,839,839
2022-06-01,Kayin,Hpapun,MMR003003,org_7733,org_7733,food distribution,2036,2036
2022-04-01,Kayin,Kawkareik,MMR003006,org_7733,org_7733,food_cash for work_assets,939,939
2022-04-01,Kayin,Kawkareik,MMR003006,org_7733,org_7733,food_cash for work_assets,564,564
2022-04-01,Kayin,Kawkareik,MMR003006,org_7733,org_7733,food_cash for work_assets,329,329
2022-02-01,Kayin,Hlaingbwe,MMR003002,org_7733,org_7733,food distribution,6993,6993
2022-06-01,Kayin,Hlaingbwe,MMR003002,org_7733,org_7733,food distribution,693,0
2022-04-01,Kayin,Kawkareik,MMR003006,org_7733,org_7733,food_cash for work_assets,692,692
2022-04-01,Kachin,Waingmaw,MMR001002,org_6130,org_6130,food distribution,242,0
2022-05-01,Kachin,Waingmaw,MMR001002,org_6130,org_6130,food distribution,242,0
2022-06-01,Kachin,Waingmaw,MMR001002,org_6130,org_6130,food distribution,242,0
2022-05-01,Kachin,Bhamo,MMR001010,org_2625,org_8568,food_cash for work_assets,7,7
2022-05-01,Kachin,Bhamo,MMR001010,org_2625,org_8568,food_cash for work_assets,7,0
2022-05-01,Kachin,Waingmaw,MMR001002,org_2625,org_6203,food_cash for work_assets,7,7
2022-05-01,Kachin,Waingmaw,MMR001002,org_2625,org_6203,food_cash for work_assets,7,7
2022-05-01,Kachin,Waingmaw,MMR001002,org_2625,org_6203,food_cash for work_assets,7,7
2022-05-01,Rakhine,Ponnagyun,MMR012002,org_2625,org_6660,multi-purpose cash transfer,372,372
2022-05-01,Rakhine,Ponnagyun,MMR012002,org_2625,org_6660,multi-purpose cash transfer,245,0
2022-05-01,Rakhine,Ponnagyun,MMR012002,org_2625,org_6660,multi-purpose cash transfer,151,151
2022-05-01,Rakhine,Ponnagyun,MMR012002,org_2625,org_6660,multi-purpose cash transfer,103,103
2022-05-01,Rakhine,Ponnagyun,MMR012002,org_2625,org_6660,multi-purpose cash transfer,92,92
2022-05-01,Rakhine,Ponnagyun,MMR012002,org_2625,org_6660,multi-purpose cash transfer,125,125
2022-05-01,Rakhine,Ponnagyun,MMR012002,org_2625,org_6660,multi-purpose cash transfer,159,159
2022-05-01,Rakhine,Ponnagyun,MMR012002,org_2625,org_6660,multi-purpose cash transfer,194,194
2022-05-01,Rakhine,Ponnagyun,MMR012002,org_2625,org_6660,multi-purpose cash transfer,110,110
2022-05-01,Rakhine,Ponnagyun,MMR012002,org_2625,org_6660,multi-purpose cash transfer,219,219
2022-05-01,Rakhine,Ponnagyun,MMR012002,org_2625,org_6660,multi-purpose cash transfer,81,81
2022-05-01,Rakhine,Ponnagyun,MMR012002,org_2625,org_6660,multi-purpose cash transfer,90,90
2022-05-01,Rakhine,Ponnagyun,MMR012002,org_2625,org_6660,multi-purpose cash transfer,126,126
2022-05-01,Rakhine,Ponnagyun,MMR012002,org_2625,org_6660,multi-purpose cash transfer,372,0
